Tweet,Class
"RT @mattrick81: @e100ss mohon disampaikan ke Telkom, daritadi pagi sampai skrg, wifi nya gak bs connect internet didaerah kalanganyar, seda…",0
RT @fend1712: Mohon pengaturan di jl kutisari besar ada tiang listrik di jalan. Berbahaya kalau malam hari @e100ss @SbyTrafficServ @infoPLN,0
RT @fend1712: @RTMCJatim @e100ss Mungkin jalannya perlu diperlebar atau ada pengaturan lain karena menyumber ke a yani semua arah dr rungku…,1
"Ada kabel listrik turun hingga 2m di jalan dekat pasar keputran,sangat membahayakan @e100ss @PLN_Surabaya https://t.co/OCnHYI7MWc",0
@e100ss mnta tolong infonya!! PDAM surabaya selatan mulai dri pagi smpai skrng mati.. Mohon diteruskan.. Smpai jam brpa??,0
RT @sanadjie: @e100ss listrik padam balong panggang dan sekitarnya....ada apa ya??? https://t.co/JvqwvmF89X,0
@e100ss listrik padam balong panggang dan sekitarnya....ada apa ya??? https://t.co/JvqwvmF89X,0
@Gondolz_ @e100ss kayaknya proyek gak selesai2 dari bulan lalu padahal jalan utama..,0
"Jl Raya Prapen macet cenderung berhenti dr TL Panjang Jiwo efek box culvert dpn hotel Santika, hindari dl saja lewat sana @e100ss",0
"IndosatCare: MochIsmail22 e100ss YLKI_ID Malam kak. Coba kami bantu cek ya, ditunggu info selanjutnya via DM. Salam ^iam",1
"MochIsmail22 e100ss YLKI_ID Malam kak. Coba kami bantu cek ya, ditunggu info selanjutnya via DM. Salam ^iam",1
"IndosatCare: MochIsmail22 e100ss YLKI_ID Malam kak. Coba kami bantu cek ya, ditunggu info selanjutnya via DM. Salam ^iam",1
"IndosatCare: MochIsmail22 e100ss YLKI_ID Malam kak. Coba kami bantu cek ya, ditunggu info selanjutnya via DM. Salam ^iam",1
"MochIsmail22 e100ss YLKI_ID Malam kak. Coba kami bantu cek ya, ditunggu info selanjutnya via DM. Salam ^iam",1
"IndosatCare: MochIsmail22 e100ss YLKI_ID Malam kak. Coba kami bantu cek ya, ditunggu info selanjutnya via DM. Salam ^iamy",1
"IndosatCare: MochIsmail22 e100ss YLKI_ID Malam kak. Coba kami bantu cek ya, ditunggu info selanjutnya via DM. Salam ^iam",1
"@MochIsmail22 @e100ss @YLKI_ID Malam kak. Coba kami bantu cek ya, ditunggu info selanjutnya via DM. Salam ^iam",1
@Gondolz_ @e100ss @TelkomCare makasih Pak @Gondolz,1
"RT @mattrick81: @e100ss mohon disampaikan ke Telkom, daritadi pagi sampai skrg, wifi nya gak bs connect internet didaerah kalanganyar, seda…",0
@mattrick81 @e100ss Lapor ke @TelkomCare aja pak,0
"RT @mattrick81: @e100ss mohon disampaikan ke Telkom, daritadi pagi sampai skrg, wifi nya gak bs connect internet didaerah kalanganyar, seda…",0
"@e100ss mohon disampaikan ke Telkom, daritadi pagi sampai skrg, wifi nya gak bs connect internet didaerah kalanganyar, sedati..makasih ya.",0
Mohon pengaturan di jl kutisari besar ada tiang listrik di jalan. Berbahaya kalau malam hari @e100ss @SbyTrafficServ @infoPLN,0
@RTMCJatim @e100ss Mungkin jalannya perlu diperlebar atau ada pengaturan lain karena menyumber ke a yani semua arah dr rungkut dan nginden,1
RT @chris_herijanto: @e100ss Kraton arah Bangil merambat krn perbaikn jln. Tapi ada yg tergesa2 kelihatanny. .. https://t.co/igzqjmBbgY,1
RT @bramdinata: @e100ss @PDAMSurabaya sampai kapan air di daerah pondok rosan wiyung sby mati?!,0
RT @nfawijaya: @TelkomCare Uda 4 hari error ditambah dg sebelum2nya bisa2 cuma 1/2 bln inet aktif. Apa akan dipotong tagihan 50%? Cc @e100ss,0
"RT @SambelanN3NY: @e100ss @Tri_Rismaharini @PDAMSurabaya 
#dmmp, terima kasih.
https://t.co/r47rSKj5a5",0
@e100ss @PDAMSurabaya sampai kapan air di daerah pondok rosan wiyung sby mati?!,0
@e100ss tolong diperbaiki jln trosobo arah krian bergelombang,0
@TelkomCare Uda 4 hari error ditambah dg sebelum2nya bisa2 cuma 1/2 bln inet aktif. Apa akan dipotong tagihan 50%? Cc @e100ss,0
RT @puturudy: Suatu pagi di kampung warna warni Kenjeran Surabaya. Sampah di tepi saluran mengganggu pemandangan. @e100ss @SapawargaSby @Ba…,0
@TelkomCare Bos! Niat ga ngadih pelayanan? Undaan wetan gang V no 3 mati lagi. Setiap jam 7 internet mati. Cc @e100ss,0
"@e100ss @Tri_Rismaharini @PDAMSurabaya 
#dmmp, terima kasih.
https://t.co/r47rSKj5a5",1
"RT @liza_henny: @e100ss tlong donk di bntu cek air babatan pilang wiyung &amp; sekitarnya matii,nyala pun kcil bnget sdh 2 hr kmi kesusahan air…",0
@e100ss Air wiyung masih mati. Gimana nih? Udah 3 hari. Ini senin pula,0
"@e100ss pak petugas, 2 hari ini PDAM di P. Rosan Wiyung &amp; sekitar, Tidak Mengalir. Kira2 tunggu kapan untuk perbaikan Sebulan 2x seperti ini",0
"@e100ss : tiket IN19923618
147 hanya bisa jwb ""saya bantu pelaporannya"" saja. PT. TELKOM INDONESIA, Bagaimana pelay… https://t.co/XxeQQSwcz8",0
"RT @aardidod: @e100ss wiyung macet PARAH 2arah karna ada alat berat lagi kerja untuk box culvert depan perumahan graha sampurna, namun sdh…",0
"@e100ss wiyung macet PARAH 2arah karna ada alat berat lagi kerja untuk box culvert depan perumahan graha sampurna, namun sdh ada petugas",0
"@e100ss lampu jalan raya area bringin setelah jembatan layang arah ke barat sebagian mati, tolong dikondisikan agar nyala kembali.",0
@TelkomCare Lho tadi katanya di koordinasikan. Kompensasinya seperti apa pasti ada std nya kan? @e100ss,0
RT @GunawanKarnata: @dytadoty @e100ss Pipa PDAM ke Graha Sampurna putus. Sudah gak ada air jalan juga macet dua arah. Parah.,0
RT @GunawanKarnata: @dytadoty @e100ss Pipa PDAM ke Graha Sampurna putus. Sudah gak ada air jalan juga macet dua arah. Parah.,0
RT @FajarSudesi: Sahabat @e100ss bypass krian melambat karena volume dan penyempita jembatan. Ekor macet mulai lepas terminal-ril. Sudah 35…,0
Lepas rel lancar hanya bumpy aja jalannya. Maklum rute truk babon. Hati2 sahabat @e100ss https://t.co/nEZwZa9H8g,1
Sahabat @e100ss bypass krian melambat karena volume dan penyempita jembatan. Ekor macet mulai lepas terminal-ril. S… https://t.co/B4pQquWT7K,0
"@TelkomCare Dalam setiap bulan selalu ada masa inet mati. 28 juli, 11 Agt dan 31 agt. Dlm &lt; 30 hari error sdh 3 kal… https://t.co/s33RvtE9ae",0
RT @GunawanKarnata: @dytadoty @e100ss Pipa PDAM ke Graha Sampurna putus. Sudah gak ada air jalan juga macet dua arah. Parah.,0
RT @GunawanKarnata: @dytadoty @e100ss Pipa PDAM ke Graha Sampurna putus. Sudah gak ada air jalan juga macet dua arah. Parah.,0
@dytadoty @e100ss Pipa PDAM ke Graha Sampurna putus. Sudah gak ada air jalan juga macet dua arah. Parah.,0
raya gempol sampai masuk tol porong lancar jaya. tetap hati2 kawan @e100ss,1
"@e100ss Macet sebelum pintu tol... , hanya karena bayar. Tol",0
@Bagazilicious @alizmataku @e100ss Ya Allah abis mabok enak bobo kasur malah bobo di rel <ed><U+00A0><U+00BD><ed><U+00B8><U+00A2>,0
RT @dessyAN_: @e100ss masuk tol porong lancar jaya,1
@e100ss masuk tol porong lancar jaya,0
@e100ss ini juga si @Telkomsel akhir2 ini sering mati dan ganti2 paket data tanpa pemberitahuan,0
@e100ss ini lho si @TelkomCare sering ga konek tapi tetep suruh bayar full,0
Macet tol gempol ke porong @e100ss https://t.co/VYwrdtJ5Ka,0
RT @alizmataku: @e100ss  barusan KA Mutiara Timur arah SBY yg saya tumpangi kabarnya menabrak orang di daerah Grati. Apa ada informasinya?,0
"@e100ss ada kebakaran di CERME INDAH, tidak sempat foto karena didlm kendaraan.",0
@e100ss masuk tol Gempol arah Surabaya macet.. sabar sabar https://t.co/6gRcRQrKap,0
"@e100ss wiyung nasib km saat ini merana, air pdam mati, jalan ambles, macet, proyek gak selesai selesai. Mengenaskan",0
"RT @e100ss: 14.35: KA Mutiara Timur berhenti di perlintasan KA Ngopak, menutup sebagian jalur. Ada polsuska yang turun... https://t.co/QAH1…",0
RT @rachmatreksana1: @e100ss masuk tol Gempol arah SBY disambut macet ada apa yaaa kawan...,0
@e100ss masuk tol Gempol arah SBY disambut macet ada apa yaaa kawan...,0
"14.35: KA Mutiara Timur berhenti di perlintasan KA Ngopak, menutup sebagian jalur. Ada polsuska yang turun... https://t.co/QAH1LXpzrh",0
RT @e100ss: 13.59: Kompol M Rashad Kapolsek Wiyung melaporkan update lalu lintas imbas pengerjaan jalan ambles di depan Graha... https://t.…,0
"RT @didit_malang: @infomalang @e100ss pengalaman buruk naik taksi Bima yg mangkal di depan Sta. Malang. Tnp argo, nggak simpatik sopirnya.",0
@e100ss krn tdi KA berhenti mendadak. Dan kabarnya menabrak orang. Di dekat palang perlintasan KA grati. Mdah2n bisa dikonfirmasi.,0
@e100ss  barusan KA Mutiara Timur arah SBY yg saya tumpangi kabarnya menabrak orang di daerah Grati. Apa ada informasinya?,0
13.59: Kompol M Rashad Kapolsek Wiyung melaporkan update lalu lintas imbas pengerjaan jalan ambles di depan Graha... https://t.co/pffq8KUAOR,0
"RT @margharetsinta: @Burisma1 @SapawargaSby @e100ss mungkin karena posisi lampu di depan makam, jadi tiap malam tidak nyala <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/…",0
"@Burisma1 @SapawargaSby @e100ss mungkin karena posisi lampu di depan makam, jadi tiap malam tidak nyala <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/1qeavw9Iri",0
RT @dheviKJ: @e100ss saat pedestrian dipakai dagang. Dan satu jalur buat parkir 2 pickupnya. Adil? <ed><U+00A0><U+00BD><ed><U+00B3><U+008D>jl. Putroagung https://t.co/rf9eThNmDL,0
RT @IIbady: @e100ss Flyover Blimbing arah Lawang Macet padat.. https://t.co/PfW9D0RmXv,0
RT @IIbady: @e100ss Flyover Blimbing arah Lawang Macet padat.. https://t.co/PfW9D0RmXv,0
@e100ss Flyover Blimbing arah Lawang Macet padat.. https://t.co/PfW9D0RmXv,0
RT @dheviKJ: @e100ss saat pedestrian dipakai dagang. Dan satu jalur buat parkir 2 pickupnya. Adil? <ed><U+00A0><U+00BD><ed><U+00B3><U+008D>jl. Putroagung https://t.co/rf9eThNmDL,0
RT @dheviKJ: @e100ss saat pedestrian dipakai dagang. Dan satu jalur buat parkir 2 pickupnya. Adil? <ed><U+00A0><U+00BD><ed><U+00B3><U+008D>jl. Putroagung https://t.co/rf9eThNmDL,0
@e100ss saat pedestrian dipakai dagang. Dan satu jalur buat parkir 2 pickupnya. Adil? <ed><U+00A0><U+00BD><ed><U+00B3><U+008D>jl. Putroagung https://t.co/rf9eThNmDL,0
RT @Meddocs1023: @e100ss macet parah dari arah timur ke arah rejoso sebelum jembatan timbang pasuruan https://t.co/pbglmKzDg1,0
RT @Meddocs1023: @e100ss macet parah dari arah timur ke arah rejoso sebelum jembatan timbang pasuruan https://t.co/pbglmKzDg1,0
@e100ss macet parah dari arah timur ke arah rejoso sebelum jembayan timbang pasuruan https://t.co/pbglmKzDg1,0
RT @puturudy: Suatu pagi di kampung warna warni Kenjeran Surabaya. Sampah di tepi saluran mengganggu pemandangan. @e100ss @SapawargaSby @Ba…,0
@dytadoty @e100ss Sungainya it juga kmrn penuh sekali siap meluber ke jalan kapan saja...,0
"Listrik padam di perum Puri Surya Jaya, Nagoya Regency, Gedangan-Sidoarjo.Ada info sd jam berapa? @e100ss @infosda @suara_sidoarjo @pln_123",0
"RT @dytadoty: @e100ss jalan depan Graha Sampurna Indah yg ambrol makin parah, tinggal 1 lajur bikin macettt jalannya gantian <ed><U+00A0><U+00BD><ed><U+00B8><U+00A5> https://t.co…",0
"@e100ss jalan depan Graha Sampurna Indah yg ambrol makin parah, tinggal 1 lajur bikin macettt jalannya gantian <ed><U+00A0><U+00BD><ed><U+00B8><U+00A5> https://t.co/U0zLjbB8AR",0
@LantasResMGTN @e100ss Kota wisata bebas kemacetan bebas polusi di jawa timur. Silahkan datang disini...,1
RT @LantasResMGTN: 09.55 Arus lalin depan kebun strowbery arah wisata Sarangan terpantau lancar @e100ss https://t.co/cpcvad5AJ9,1
RT @LantasResMGTN: 09.55 Arus lalin depan kebun strowbery arah wisata Sarangan terpantau lancar @e100ss https://t.co/cpcvad5AJ9,1
RT @LantasResMGTN: 09.55 Arus lalin depan kebun strowbery arah wisata Sarangan terpantau lancar @e100ss https://t.co/cpcvad5AJ9,1
09.55 Arus lalin depan kebun strowbery arah wisata Sarangan terpantau lancar @e100ss https://t.co/cpcvad5AJ9,1
"Tak hanya tmn bngkul.  Bbrp kwn dr DKPpun siap.  Mulai kebrsihan toilet portable,  taman, Wi-Fi, etc.  Dimanjakan b… https://t.co/bqPkFJTbXB",1
Warga yg ingin menyebrangpun sdh berdisplin. Gunakan zebra croos sbgmn mestinya @e100ss . Tolong RT min. Sby keren https://t.co/TUqClo36ZA,1
RT @DirgaAuliaNusa: Bahkan utk jembatan yg merupakan wadah utk pejalan kaki sdh dilengkapi ini dan no2 penting lainnya utk warga kota.  @e1…,1
RT @DirgaAuliaNusa: Lihat saja kota Sby skg.  Rimbunnya jalan pusat dikota ini.  @e100ss https://t.co/9rtObJquZA,1
RT @DirgaAuliaNusa: Disepanjang Raya Darmo inilah pemkot Sby adakan CFD.  Tertata rapi @e100ss https://t.co/p1GSHpGnh0,1
Lihat saja kota Sby skg.  Rimbunnya jalan pusat dikota ini.  @e100ss https://t.co/9rtObJquZA,1
Bahkan utk jembatan yg merupakan wadah utk pejalan kaki sdh dilengkapi ini dan no2 penting lainnya utk warga kota.… https://t.co/DVm7B8JXm3,1
Disepanjang Raya Darmo inilah pemkot Sby adakan CFD.  Tertata rapi @e100ss https://t.co/p1GSHpGnh0,1
Pagi ini berkeliling dikawasan CFD sepanjang raya Darmo @e100ss . Pemkot Sby sepertinya mengakomodir  jalanan nusan… https://t.co/mjCTGcPCDX,1
"@TelkomCare Internet kami ganguan lagi bos, seminggu udah 2 kali. Alamat undaan wetan gang v no 3. Cc @e100ss",0
"RT @ekkyfeby: @TelkoCare Internet kami ganguan lagi bos, seminggu udah kali. Alamat undaan wetan gang v no 3. Cc @e100ss",0
"RT @liza_henny: @difraksi @e100ss @PDAMSurabaya Iya pak memang bocor lagi Pak, Ini terulang kali ke dua.. Gara2 proyek galian jalan..",0
"RT @paulusdiantoro: @e100ss air PDAM di wiyung dan darmo permai sudah 3 hari mati tanpa pemberitahuan. Susah cuci, susah mandi, susah melih…",0
"RT @difraksi: @liza_henny @e100ss @PDAMSurabaya Kemungkinan pdam bocor mbak, depan graha sampurna ada air menggenang dari kemarin",0
"@TelkoCare Internet kami ganguan lagi bos, seminggu udah kali. Alamat undaan wetan gang v no 3. Cc @e100ss",0
"RT @liza_henny: @e100ss tlong donk di bntu cek air babatan pilang wiyung &amp; sekitarnya matii,nyala pun kcil bnget sdh 2 hr kmi kesusahan air…",0
RT @cholil_theblues: @pln_123 Listrik sudah kembali normal. Terima kasih. cc: @e100ss,1
RT @cholil_theblues: @pln_123 listrik padam sejak 06:00 (3/9) wilayah desa kedung rejo kec. Jabon Sidoarjo. Ada apa? Sampai kapan padam? cc…,0
"@difraksi @e100ss @PDAMSurabaya Iya pak memang bocor lagi Pak, Ini terulang kali ke dua.. Gara2 proyek galian jalan..",0
"@e100ss air PDAM di wiyung dan darmo permai sudah 3 hari mati tanpa pemberitahuan. Susah cuci, susah mandi, susah melihat Raisa nikah <ed><U+00A0><U+00BD><ed><U+00B8><U+00A2>",0
"@liza_henny @e100ss @PDAMSurabaya Kemungkinan pdam bocor mbak, depan graha sampurna ada air menggenang dari kemarin",0
"RT @liza_henny: @e100ss tlong donk di bntu cek air babatan pilang wiyung &amp; sekitarnya matii,nyala pun kcil bnget sdh 2 hr kmi kesusahan air…",0
"@e100ss tlong donk di bntu cek air babatan pilang wiyung &amp; sekitarnya matii,nyala pun kcil bnget sdh 2 hr kmi kesusahan air Cc @PDAMSurabaya",0
@pln_123 Listrik sudah kembali normal. Terima kasih. cc: @e100ss,1
@pln_123 listrik padam sejak 06:00 (3/9) wilayah desa kedung rejo kec. Jabon Sidoarjo. Ada apa? Sampai kapan padam? cc: @e100ss,0
@e100ss listrik padam daerah perum puri asta kencana boteng menganti mhn infonya PLN,0
RT @puturudy: Suatu pagi di kampung warna warni Kenjeran Surabaya. Sampah di tepi saluran mengganggu pemandangan. @e100ss @SapawargaSby @Ba…,0
RT @paulusdiantoro: @e100ss air PDAM di babatan pilang wiyung sudah 2 hari mati. Kenapa ya?,0
@e100ss air PDAM di babatan pilang wiyung sudah 2 hari mati. Kenapa ya?,0
"@e100ss Sayang sekali penerangan jalan umum dari tol Suramadu menuju kota Bangkalan, tidak berfungsi. Kenapa ?",0
Listrik di Galaxi Bumi Permai tahap 2 PADAM @e100ss @pln_123,0
"RT @YongkiWHD: @e100ss @PDAMSurabaya Gangguan aliran air terjadi sejak 2 hari ini di Babatan Pratama Wiyung, Mohon bisa segera ditangani, t…",0
"RT @adhi_surabaya: @Oresokto @e100ss @PDAMSurabaya di bulak banteng, dari thn 2014 sampai skrg, air'nya cuma keluar di atas jam 12mlm.. kad…",0
"@Oresokto @e100ss @PDAMSurabaya di bulak banteng, dari thn 2014 sampai skrg, air'nya cuma keluar di atas jam 12mlm.… https://t.co/52Y5qItahu",0
"Smart city tenan iki. 
Terlepas masih ada kekurangan yg masih perlu disempurnakan, kebijakan yg perlu didukung <ed><U+00A0><U+00BD><ed><U+00B1><U+008D> https://t.co/2whvI7nALJ",1
"@e100ss @PDAMSurabaya Gangguan aliran air terjadi sejak 2 hari ini di Babatan Pratama Wiyung, Mohon bisa segera ditangani, terimakasih.",0
13.39: Jl Panjang Jiwo - MERR ada kabel listrik menjuntai sampai jatuh ke tanah. Banyak warga yang membantu... https://t.co/lFiFZARyOg,0
@pln_123 @e100ss Purimas Rungkut listrik padam. Kenapa ya? Berapa lama penanganan nya? Terima kasih.,0
"@e100ss @PDAMSurabaya air di daerah babatan wiyung mati, Air sering mati di daerah sby barat&amp;matinya selalu di hari libur! Kapan ini hidup?",0
"@e100ss air di daerah babatan wiyung dari shubuh mati, Sering sekali air mati di daerah sby barat dan matinya selalu disaat hari libur!!!",0
RT @RevithaNovi: @e100ss air di daerah babatan wiyung dari shubuh mati. Jadi sering mati air di daerah sby barat. Dan matinya disaat libur…,0
"@e100ss mohon informasi, mengapa air pdam di perumahan permata safira kuecil cenderung mati, mendrip2 gitu",0
@e100ss idul adha identik dg pembagian daging qurban......pagi ini air dipondok rosan mati......opo mesti kudu ngenteni pembagian air? PDAM,0
RT @RevithaNovi: @e100ss air di daerah babatan wiyung dari shubuh mati. Jadi sering mati air di daerah sby barat. Dan matinya disaat libur…,0
@e100ss air di daerah babatan wiyung dari shubuh mati. Jadi sering mati air di daerah sby barat. Dan matinya disaat libur <ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+009E>,0
RT @hadi_0611: @e100ss air di perumahan Babatan Pratama Wiyung tdk mengalir sejak subuh.,0
@e100ss air di perumahan Babatan Pratama Wiyung tdk mengalir sejak subuh.,0
RT @asafiera_: Air PDAM di Pondok Rosan mati <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>@e100ss,0
"RT @Oresokto: Ada apa dgn @PDAMSurabaya  ? Air sekitaran Babatan Wiyung mengalir kuecil, @e100ss .",0
Suatu pagi di kampung warna warni Kenjeran Surabaya. Sampah di tepi saluran mengganggu pemandangan. @e100ss… https://t.co/yLGmJdpwSA,0
"Ada apa dgn @PDAMSurabaya  ? Air sekitaran Babatan Wiyung mengalir kuecil, @e100ss .",0
Air PDAM di Pondok Rosan mati <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>@e100ss,0
"@e100ss @infosurabaya @PDAMSurabaya air di perumahan graha sampurna indah mati lagi, galian proyek graha - mitra 10 sudah penuh dengan air",0
RT @betha_hudiyanto: @e100ss dampak pipa PDAM yg bocor dpn graha sampurna wiyng air pdam pd perum sekitar debit mengecil.,0
"RT @liza_henny: @e100ss perum babatan pilang &amp; sekitarnya air mati lg, ada info pipa dpan graha sampoerna bocor lagi. Mohon kawan dr PDAM b…",0
"@e100ss proyek jalan kembar wiyung bener2 nyusahiin mulu... Gemeeeesss... Bisa gak ya kerja rapi, tp gak ikut org disekitarnya disusahin...",0
"@e100ss perum babatan pilang &amp; sekitarnya air mati lg, ada info pipa dpan graha sampoerna bocor lagi. Mohon kawan dr PDAM bisa di bantu cek",0
@e100ss dampak pipa PDAM yg bocor dpn graha sampurna wiyng air pdam pd perum sekitar debit mengecil.,0
"@e100ss informasi dugaan pipa air PDAM dpn perum Graha Sampurna Wiyung Bocor, hal ini di lihat dr penuhny air pd pryk sungai smpe kjln raya.",0
"@e100ss PDAM semolowaru bahari beberapa hari ini khususnya klau pagi airnya sangat keru sekali kecoklat2 an,  buat crew SS semangat pagi",0
"RT @TokoLely: @TelkomCare @TelkomIndonesia @e100ss Speedy saya sudah 5 hari mati total, lampu los warna merah sudah lapor 2x ke telkom tp t…",0
RT @davasindo: @e100ss pipa air kotor... si ngaban tanggulangin utara pom bensin ngaban. https://t.co/MhHBPiRiDA,0
RT @MMakandang: @e100ss Kandangan benowo air pdam mati truss,0
"@TelkomCare @TelkomIndonesia @e100ss Speedy saya sudah 5 hari mati total, lampu los warna merah sudah lapor 2x ke telkom tp tidak ada respon",0
RT @davasindo: @e100ss pipa air kotor... si ngaban tanggulangin utara pom bensin ngaban. https://t.co/MhHBPiRiDA,0
RT @MMakandang: @e100ss Kandangan benowo air pdam mati truss,0
RT @MMakandang: @e100ss Kandangan benowo air pdam mati truss,0
RT @MMakandang: @e100ss Kandangan benowo air pdam mati truss,0
@beatdafigure @e100ss Pasti tenda biru,0
@e100ss Kandangan benowo air pdam mati truss,0
RT @beatdafigure: @e100ss Dan di jalur satunya ada konstruksi jalan. Jl Cokroaminoto,1
@e100ss Dan di jalur satunya ada konstruksi jalan. Jl Cokroaminoto,1
@e100ss Perak ke Kletek lancar via tol turun Gunung sari. Keluar pertigaan Geluran baru padat merambat,1
@PDAMSurabaya : air pdam di western regency-sememi tidak mengalir sama sekali sejak pukul 19.00 @e100ss,0
@e100ss Asa kecelakaan di exit tol Juanda... kepadatan di exit tol sekitar 500m... sudah ada petugas dan mobil derek..,0
RT @Valz_niK: .@e100ss Ada yang tau nggak kenapa jalan di Gunungsari jadi geriwis2 gitu? Itu kalo buat roda 2 agak bahaya lho.,0
.@e100ss Ada yang tau nggak kenapa jalan di Gunungsari jadi geriwis2 gitu? Itu kalo buat roda 2 agak bahaya lho.,0
"@TelkomCare Min, gimana neh udah 20 hari Indihome sy mati. Emang cara kerja lelet gitu yah? @TelkomIndonesia @TelkomPromo @e100ss",0
@PDAMSurabaya daerah Simpang darmo permai air nya tdk mengalir. Sampai kapan? Mohon ingo @e100ss,0
@TelkomCare min tolong segera diperbaiki inet dg nomer +623199244997 sudah dari tadi pagi mati. @e100ss,0
"RT @theffianti: @e100ss. Sdh beberapa hari ini PDAM d Banjarsawah , kec. Tegalsiwalan.Probolinggo mengalir jam 7 mati jam 2 siang. Bagaiman…",0
"@TelkomCare @e100ss  Line Telp kami di GBS satu minggu ini mati, no pengaduan IN19666474 &amp; IN19796872,Tdk ada kejelasan,tlg dbantu,URGENT!",0
RT @paulus_madrai: @e100ss Tikungan Jln. Perak Barat dekat pos polisi ada luberan air yang cukup menggenang. Kendaraan pengendara agak terg…,0
Hari kedua spbu 51.601.108 mastrip premium tdk berjualan krn mesin rusak. Mohon penjelasan @pertamina @e100ss https://t.co/TDZe1hApcz,0
RT @dimasndutty: Perlu pengkajian ulang tentang pembuatan trotoar baru di jaln tunjungan setiap hari tanpa macet @e100ss @pemkotsby,1
Perlu pengkajian ulang tentang pembuatan trotoar baru di jaln tunjungan setiap hari tanpa macet @e100ss @pemkotsby,1
"@e100ss ini mobil W 1014 HC bisa seenaknya buang smpah sembarangan.. mobil ga boleh kotor, kota boleh kotor gt ya b… https://t.co/iZk0V9Zskt",0
"RT @Iqbalalfaris: daerah taman gayung sari timur sudah dri jam 10.30 kok listrik padam sampai sekarang ya? mohon dibantu dan infonya,,terim…",0
"RT @ramadoz: Mhn dibantu air pdam Baskara Barat airnya item spt air got, sudah 2 hari ini.. mtnwn @PDAMSurabaya @e100ss @SapawargaSby @info…",0
"RT @hendpram: @e100ss air di Manukan Ranu kec Tandes sby dari kemaren tdk menetes, gimana ini @PDAMSurabaya ??",0
RT @master_usil: @e100ss Pengamanan ala kadarnya di proyek pemasangan pipa PDAM di Jemursari sekitar Santika. Berbahaya! Kok tdk ada penind…,0
"@yugooslavia @e100ss Ngene iki g perlu lewat jembatan timbang, yo g bakalan d tilang sisan. Stidaknya wez bener kud… https://t.co/W8PDjxkdcy",0
RT @Pascalish3: @e100ss ayuk mulai sekarang budayakan berhenti di belakang garis dan beri ruang utk penyebrang jalan.,1
"RT @Iqbalalfaris: daerah taman gayung sari timur sudah dri jam 10.30 kok listrik padam sampai sekarang ya? mohon dibantu dan infonya,,terim…",0
"daerah taman gayung sari timur sudah dri jam 10.30 kok listrik padam sampai sekarang ya? mohon dibantu dan infonya,,terima kasih @e100ss",0
Wiyung arah TL kedurus padat ekor smp jembatan atau toserba weta @e100ss @Lantas_Surabaya https://t.co/vGSZK8b0w5,0
"Mhn dibantu air pdam Baskara Barat airnya item spt air got, sudah 2 hari ini.. mtnwn @PDAMSurabaya @e100ss… https://t.co/Oee2WfcJgy",0
"@e100ss air di Manukan Ranu kec Tandes sby dari kemaren tdk menetes, gimana ini @PDAMSurabaya ??",0
RT @master_usil: @e100ss Pengamanan ala kadarnya di proyek pemasangan pipa PDAM di Jemursari sekitar Santika. Berbahaya! Kok tdk ada penind…,0
@e100ss Pengamanan ala kadarnya di proyek pemasangan pipa PDAM di Jemursari sekitar Santika. Berbahaya! Kok tdk ada… https://t.co/MmY0f5Pqy0,0
Listrik padam pukul 22.15 di gayung kebonsari dan terdengar seperti ledakan trafo mohon infonya kapan bs nyala lagi @e100ss @pln_123,0
"@e100ss mohon diteruskan ke PLN, utk perempatan pasar asem (Petemon Barat) ke arah simo kalangan baru, lampu jalan mati dari 4hari yg lalu",0
RT @OngEvy: @e100ss di Simpang DPS lampu padam sejak 5 menit lalu. Mohon info sampai kapan? Apa penyebabnya?,0
@PLN_Surabaya LAMPU PADAM di Simpang DPS. Sampai kapan? Penyebabnya?  Mohon info @e100ss,0
RT @OngEvy: @e100ss di Simpang DPS lampu padam sejak 5 menit lalu. Mohon info sampai kapan? Apa penyebabnya?,0
@e100ss di Simpang DPS lampu padam sejak 5 menit lalu. Mohon info sampai kapan? Apa penyebabnya?,0
"@e100ss @LionAirID @djpu151   Lion flight JT318 SUB-BDJ yang harusnya berangkat pukul 16:00, sampai saat ini baru masuk pswt. Delay 2 jam.",0
@e100ss Trims boss.....ternyata perbaikan jalan sdh selesai jd lancar,1
@e100ss Wes puluhan th berjalan jalan rusak akibat beban lbh kok baru melek sekarang ha ha ha ketutup rupiah seeh...,0
@e100ss saya laporan 3x di pengaduan pdam kota surabaya dari kantor pusat tidak ada tanggapan dari petugas pdam nya ini gimana kawan,0
"Kapan @pln_123 menertibkan pemakai listrik ILEGAL, terutama yg dipakai oleh PKL pinggir jalan di sepanjang jalanan Kota Surabaya???@e100ss",0
"RT @nemoimutz: @e100ss PDAM sampai kpn air di wonokusumo jaya gang 1, tdk mengalir, pdhl tagihan tetap di bayar, tiap pagi hbs subuh hrs an…",0
